name,gender,known_for_department,original_name,popularity
Andy Serkis,0.6666666666666666,Acting,Andy Serkis,1.0
Judi Dench,0.3333333333333333,Acting,Judi Dench,1.0
Kim Ji-Ah,0.3333333333333333,Acting,김지아,1.0
Tao Tsuchiya,0.3333333333333333,Acting,土屋太鳳,1.0
Jeffrey Dean Morgan,0.6666666666666666,Acting,Jeffrey Dean Morgan,1.0
Linda Cardellini,0.3333333333333333,Acting,Linda Cardellini,1.0
Angelica Hart,0.3333333333333333,Acting,Angelica Hart,1.0
Emilia Clarke,0.3333333333333333,Acting,Emilia Clarke,1.0
Benjamin Bratt,0.6666666666666666,Acting,Benjamin Bratt,1.0
Lauren Cohan,0.3333333333333333,Acting,Lauren Cohan,1.0
Tinto Brass,0.6666666666666666,Directing,Tinto Brass,1.0
Sam Claflin,0.6666666666666666,Acting,Sam Claflin,1.0
Ha Yoon-Kyung,0.3333333333333333,Acting,하윤경,1.0
Hande Erçel,0.3333333333333333,Acting,Hande Erçel,1.0
Josh Brolin,0.6666666666666666,Acting,Josh Brolin,1.0
Jamie Mcguire,0.0,Acting,Jamie McGuire,1.0
Han Seo-Ah,0.3333333333333333,Acting,Han Seo-ah,1.0
Tetsuya Takeuchi,0.6666666666666666,Visual Effects,竹内哲也,1.0
Margaret Qualley,0.3333333333333333,Acting,Margaret Qualley,1.0
Simon Webster,0.6666666666666666,Acting,Simon Webster,1.0
Michael B. Jordan,0.6666666666666666,Acting,Michael B. Jordan,1.0
Giancarlo Esposito,0.6666666666666666,Acting,Giancarlo Esposito,1.0
Annabelle Wallis,0.3333333333333333,Acting,Annabelle Wallis,1.0
Brigitte Nielsen,0.3333333333333333,Acting,Brigitte Nielsen,1.0
Shinobu Terajima,0.3333333333333333,Acting,寺島しのぶ,1.0
Zoe Saldaña,0.3333333333333333,Acting,Zoe Saldaña,1.0
Kasumi Arimura,0.3333333333333333,Acting,有村架純,1.0
Karen Fukuhara,0.3333333333333333,Acting,Karen Fukuhara,1.0
Cameron Diaz,0.3333333333333333,Acting,Cameron Diaz,1.0
Jack Nicholson,0.6666666666666666,Acting,Jack Nicholson,1.0
Shawn Hatosy,0.6666666666666666,Acting,Shawn Hatosy,1.0
Diana Bracho,0.3333333333333333,Acting,Diana Bracho,1.0
Kristen Stewart,0.3333333333333333,Acting,Kristen Stewart,1.0
Verónica Lozano,0.3333333333333333,Acting,Verónica Lozano,1.0
Sebastian Klussmann,0.6666666666666666,Acting,Sebastian Klussmann,1.0
Kristy Mcnichol,0.3333333333333333,Acting,Kristy McNichol,1.0
Robin Tunney,0.3333333333333333,Acting,Robin Tunney,1.0
Mio Imada,0.3333333333333333,Acting,今田美桜,1.0
Joo Ye-Bin,0.3333333333333333,Acting,Joo Ye-bin,1.0
William Daniels,0.6666666666666666,Acting,William Daniels,1.0
John Cena,0.6666666666666666,Acting,John Cena,1.0
Aaron Taylor-Johnson,0.6666666666666666,Acting,Aaron Taylor-Johnson,1.0
Cate Blanchett,0.3333333333333333,Acting,Cate Blanchett,1.0
Sam Elliott,0.6666666666666666,Acting,Sam Elliott,1.0
Emma Thompson,0.3333333333333333,Acting,Emma Thompson,1.0
Nathan Fillion,0.6666666666666666,Acting,Nathan Fillion,1.0
Elizabeth Banks,0.3333333333333333,Acting,Elizabeth Banks,1.0
Simon Baker,0.6666666666666666,Acting,Simon Baker,1.0
Zhu Zhu,0.3333333333333333,Acting,朱珠,1.0
John Travolta,0.6666666666666666,Acting,John Travolta,1.0
Emma Myers,0.3333333333333333,Acting,Emma Myers,1.0
Cole Hauser,0.6666666666666666,Acting,Cole Hauser,1.0
Theo James,0.6666666666666666,Acting,Theo James,1.0
Meryl Streep,0.3333333333333333,Acting,Meryl Streep,1.0
Aidan Gillen,0.6666666666666666,Acting,Aidan Gillen,1.0
Elisha Cuthbert,0.3333333333333333,Acting,Elisha Cuthbert,1.0
Jon Bernthal,0.6666666666666666,Acting,Jon Bernthal,1.0
Luz Jiménez,0.3333333333333333,Acting,Luz Jiménez,1.0
Luz Jiménez,0.3333333333333333,Acting,Luz Jiménez,1.0
Baek Se-Ri,0.3333333333333333,Acting,Baek Se-ri,1.0
Woo Yeol,0.6666666666666666,Acting,우열,1.0
Hailee Steinfeld,0.3333333333333333,Acting,Hailee Steinfeld,1.0
Coco Legrand,0.6666666666666666,Acting,Coco Legrand,1.0
Paola Nuñez,0.3333333333333333,Acting,Paola Nuñez,1.0
Kate Beckinsale,0.3333333333333333,Acting,Kate Beckinsale,1.0
Jessica Alba,0.3333333333333333,Acting,Jessica Alba,1.0
John Krasinski,0.6666666666666666,Acting,John Krasinski,1.0
Woo Do-Hwan,0.6666666666666666,Acting,우도환,1.0
Jennifer Aniston,0.3333333333333333,Acting,Jennifer Aniston,1.0
Jin Joo,0.3333333333333333,Acting,진주,1.0
Arnold Schwarzenegger,0.6666666666666666,Acting,Arnold Schwarzenegger,1.0
Kevin Bacon,0.6666666666666666,Acting,Kevin Bacon,1.0
David Wilcock,0.6666666666666666,Acting,David Wilcock,1.0
Keegan-Michael Key,0.6666666666666666,Acting,Keegan-Michael Key,1.0
Jessie Buckley,0.3333333333333333,Acting,Jessie Buckley,1.0
Sacha Baron Cohen,0.6666666666666666,Acting,Sacha Baron Cohen,1.0
Christopher Nolan,0.6666666666666666,Directing,Christopher Nolan,1.0
Josh Hutcherson,0.6666666666666666,Acting,Josh Hutcherson,1.0
Tom Selleck,0.6666666666666666,Acting,Tom Selleck,1.0
Ahn So-Hee,0.3333333333333333,Acting,Ahn So-hee,1.0
Rebecca Ferguson,0.3333333333333333,Acting,Rebecca Ferguson,1.0
Deko Akao,0.3333333333333333,Writing,赤尾でこ,1.0
Natalie Portman,0.3333333333333333,Acting,Natalie Portman,1.0
Matilda De Angelis,0.3333333333333333,Acting,Matilda De Angelis,1.0
Idris Elba,0.6666666666666666,Acting,Idris Elba,1.0
Wei Xiao,0.3333333333333333,Acting,Wei Xiao,1.0
Divine Villareal,0.3333333333333333,Acting,Divine Villareal,1.0
Rosamund Pike,0.3333333333333333,Acting,Rosamund Pike,1.0
Maite Perroni,0.3333333333333333,Acting,Maite Perroni,1.0
Terrence Howard,0.6666666666666666,Acting,Terrence Howard,1.0
Eric Bana,0.6666666666666666,Acting,Eric Bana,1.0
Tim Curry,0.6666666666666666,Acting,Tim Curry,1.0
Elisabeth Shue,0.3333333333333333,Acting,Elisabeth Shue,1.0
Ella Purnell,0.3333333333333333,Acting,Ella Purnell,1.0
Chermarn Boonyasak,0.3333333333333333,Acting,เฌอมาลย์ บุญยศักดิ์,1.0
Subhashree Ganguly,0.3333333333333333,Acting,Subhashree Ganguly,1.0
Beren Saat,0.3333333333333333,Acting,Beren Saat,1.0
Kurt Russell,0.6666666666666666,Acting,Kurt Russell,1.0
Romina Power,0.3333333333333333,Acting,Romina Power,1.0
Sarah Shahi,0.3333333333333333,Acting,Sarah Shahi,1.0
Ozan Akbaba,0.6666666666666666,Acting,Ozan Akbaba,1.0
John Cho,0.6666666666666666,Acting,John Cho,1.0
Park Ji-Hoon,0.6666666666666666,Acting,박지훈,1.0
Christopher Nolan,0.6666666666666666,Directing,Christopher Nolan,1.0
Amy Adams,0.3333333333333333,Acting,Amy Adams,1.0
Tae Hee,0.3333333333333333,Acting,태희,1.0
Teresa Blasco,0.0,Acting,Teresa Blasco,0.415142675338198
Han Yi-Seul,0.3333333333333333,Acting,한이슬,1.0
Abhishek Bachchan,0.6666666666666666,Acting,अभिषेक बच्चन,1.0
Kim Go-Eun,0.3333333333333333,Acting,김고은,1.0
Wang Yibo,0.6666666666666666,Acting,王一博,1.0
Shōji Sakai,0.6666666666666666,Editing,酒井正次,1.0
Hu Jun,0.6666666666666666,Acting,胡军,1.0
Shantel Vansanten,0.3333333333333333,Acting,Shantel VanSanten,1.0
Marisa Tomei,0.3333333333333333,Acting,Marisa Tomei,1.0
Jennifer Jason Leigh,0.3333333333333333,Acting,Jennifer Jason Leigh,1.0
Quentin Tarantino,0.6666666666666666,Directing,Quentin Tarantino,1.0
Julianne Moore,0.3333333333333333,Acting,Julianne Moore,1.0
Matthew Mcconaughey,0.6666666666666666,Acting,Matthew McConaughey,1.0
Nicholas Hoult,0.6666666666666666,Acting,Nicholas Hoult,1.0
Christian Bale,0.6666666666666666,Acting,Christian Bale,1.0
Keira Knightley,0.3333333333333333,Acting,Keira Knightley,1.0
Robert Pattinson,0.6666666666666666,Acting,Robert Pattinson,1.0
Natalie Dormer,0.3333333333333333,Acting,Natalie Dormer,1.0
Jean Reno,0.6666666666666666,Acting,Jean Reno,1.0
Eva Green,0.3333333333333333,Acting,Eva Green,1.0
Moemi Katayama,0.3333333333333333,Acting,片山萌美,1.0
Akio Otsuka,0.6666666666666666,Acting,大塚明夫,1.0
Anna Faris,0.3333333333333333,Acting,Anna Faris,1.0
Taylor Ortega,0.3333333333333333,Acting,Taylor Ortega,1.0
Rachel Mcadams,0.3333333333333333,Acting,Rachel McAdams,1.0
Travis Fimmel,0.6666666666666666,Acting,Travis Fimmel,1.0
Susan Shaw Yam-Yam,0.3333333333333333,Acting,邵音音,1.0
Katie Holmes,0.3333333333333333,Acting,Katie Holmes,1.0
Lana Condor,0.3333333333333333,Acting,Lana Condor,1.0
Adrien Brody,0.6666666666666666,Acting,Adrien Brody,1.0
Peyton List,0.3333333333333333,Acting,Peyton List,1.0
Isabel May,0.3333333333333333,Acting,Isabel May,1.0
Krisma Fajardo,0.3333333333333333,Production,Krisma Fajardo,1.0
Gillian Anderson,0.3333333333333333,Acting,Gillian Anderson,1.0
James Spader,0.6666666666666666,Acting,James Spader,1.0
Nia Long,0.3333333333333333,Acting,Nia Long,1.0
Trisha Krishnan,0.3333333333333333,Acting,Trisha Krishnan,1.0
Heather Locklear,0.3333333333333333,Acting,Heather Locklear,1.0
Barış Arduç,0.6666666666666666,Acting,Barış Arduç,1.0
Bridget Regan,0.3333333333333333,Acting,Bridget Regan,1.0
Do Hee,0.3333333333333333,Acting,Do Hee,1.0
Stellan Skarsgård,0.6666666666666666,Acting,Stellan Skarsgård,1.0
Jennifer Coolidge,0.3333333333333333,Acting,Jennifer Coolidge,1.0
Melissa O'Neil,0.3333333333333333,Acting,Melissa O'Neil,1.0
Samara Weaving,0.3333333333333333,Acting,Samara Weaving,1.0
Jon Hamm,0.6666666666666666,Acting,Jon Hamm,1.0
Zoë Kravitz,0.3333333333333333,Acting,Zoë Kravitz,1.0
Scott Adkins,0.6666666666666666,Acting,Scott Adkins,1.0
Andy Day,0.0,Lighting,Andy Day,1.0
Laz Alonso,0.6666666666666666,Acting,Laz Alonso,1.0
Taylor Dearden,0.3333333333333333,Acting,Taylor Dearden,0.9387731491046121
Sergio Sendel,0.6666666666666666,Acting,Sergio Sendel,1.0
Bradley Cooper,0.6666666666666666,Acting,Bradley Cooper,1.0
Lee Do-Hyun,0.6666666666666666,Acting,이도현,1.0
Steven Spielberg,0.6666666666666666,Directing,Steven Spielberg,1.0
Edward Norton,0.6666666666666666,Acting,Edward Norton,1.0
Gal Gadot,0.3333333333333333,Acting,גל גדות,1.0
Diana Bracho,0.3333333333333333,Acting,Diana Bracho,1.0
Ji Eun-Seo,0.3333333333333333,Acting,지은서,1.0
Seth Rogen,0.6666666666666666,Acting,Seth Rogen,1.0
Andy Samberg,0.6666666666666666,Acting,Andy Samberg,1.0
Lee Majors,0.6666666666666666,Acting,Lee Majors,1.0
Shiena Yu,0.3333333333333333,Acting,Shiena Yu,1.0
Joseph Gordon-Levitt,0.6666666666666666,Acting,Joseph Gordon-Levitt,1.0
Annette O'Toole,0.3333333333333333,Acting,Annette O'Toole,1.0
Molly Windsor,0.3333333333333333,Acting,Molly Windsor,1.0
Bryant Wood,0.6666666666666666,Acting,Bryant Wood,1.0
Javier Solís,0.6666666666666666,Acting,Javier Solís,1.0
Jami Gertz,0.3333333333333333,Acting,Jami Gertz,1.0
Amirah J,0.3333333333333333,Acting,Amirah J,1.0
Felipe Birriel,0.6666666666666666,Acting,Felipe Birriel,1.0
Milly Alcock,0.3333333333333333,Acting,Milly Alcock,1.0
Kerem Bürsin,0.6666666666666666,Acting,Kerem Bürsin,1.0
Angeline Aril,0.3333333333333333,Acting,Angeline Aril,1.0
Elijah Wood,0.6666666666666666,Acting,Elijah Wood,1.0
Sofía Vergara,0.3333333333333333,Acting,Sofía Vergara,1.0
Julia Doyle,0.3333333333333333,Acting,Julia Doyle,1.0
Lena Headey,0.3333333333333333,Acting,Lena Headey,1.0
Robin Nedwell,0.6666666666666666,Acting,Robin Nedwell,0.6309282780619623
Kwon Eun-Bi,0.3333333333333333,Acting,권은비,1.0
Sophie Marceau,0.3333333333333333,Acting,Sophie Marceau,1.0
Shah Rukh Khan,0.6666666666666666,Acting,शाहरुख़ ख़ान,1.0
Hiroshi Abe,0.6666666666666666,Acting,阿部寛,1.0
Jesse Plemons,0.6666666666666666,Acting,Jesse Plemons,1.0
Ralph Fiennes,0.6666666666666666,Acting,Ralph Fiennes,1.0
Satomi Ishihara,0.3333333333333333,Acting,石原さとみ,1.0
Satomi Ishihara,0.3333333333333333,Acting,石原さとみ,1.0
